event_time,gen,vendor,role,device_name,syslog,card,unit_name,alarm_group,keyword,service_effect,after_action,action_result
2024-04-07 09:11:10,5G,Ciena,IBR,Device-10,Device-10: Apr 07 09:11:10.000 optics_driver: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 0/5 reporting a machine check error condition. Card will be auto reset to recover from this failure.,제어부,FAN,HW,Authentication failure,없음,"2024-04-07 19:11:10 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-04-08 03:11:10 - 조치: Heartbeat 실패로 재부팅 실시
2024-04-07 18:11:10 - 조치 완료",원격조치복구
2024-04-07 22:18:59,5G,Cisco,IVR,Device-04,Device-04 3/9/5 CRC Error,광모듈,FAN,SW,CRC,있음,"2024-04-08 04:18:59 - 조치: Heartbeat 실패로 재부팅 실시
2024-04-08 09:18:59 - 조치: Link down 발생, 교체 작업 수행
2024-04-08 14:18:59 - 조치 완료",유니트교체복구
2024-04-08 11:26:48,LTE,Ciena,IVC,Device-09,Device-09: Apr 08 11:26:48.000 card_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 5/7. Reason: EPC heartbeat failure,광모듈,LC,HW,CRC,Ring Open,"2024-04-08 21:26:48 - 조치: 모듈 고장으로 원격 리셋 수행
2024-04-09 04:26:48 - 조치: Link down 발생, 교체 작업 수행
2024-04-09 04:26:48 - 조치 완료",유니트교체복구
2024-04-09 00:34:37,LTE,Huawei,IBC,Device-02,26.187.134.233 7371: LC/0/1/CPU0: Apr 09 00:34:37.000 shelf_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-7 :DECLARE :CPU0: Optics4/0/2,I/O,CSM,SW,Power supply fault,Ring Open,"2024-04-09 02:34:37 - 조치: 모듈 고장으로 원격 리셋 수행
2024-04-09 10:34:37 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-04-09 07:34:37 - 조치 완료",자동복구
2024-04-09 13:42:26,5G,Cisco,IBRR,Device-27,"Device-27: Apr 09 13:42:26.000 card_mgr: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event HW_EVENT_POWERED_ON, event_reason_str 'Warm reset to recover from CPU machine check error condition' for card 1/4",공통부,CSM,HW,CRC,없음,"2024-04-09 14:42:26 - 조치: CRC 발생으로 모니터링 강화
2024-04-09 17:42:26 - 조치: 온도 경고로 팬 모듈 교체
2024-04-10 09:42:26 - 조치 완료",양호
2024-04-10 02:50:15,LTE,Nokia,IBRR,Device-11,Device-11 9/9/6 CRC Error,공통부,FAN,HW,CRC,있음,"2024-04-10 05:50:15 - 조치: Link down 발생, 교체 작업 수행
2024-04-10 07:50:15 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-04-10 11:50:15 - 조치 완료",원격조치복구
2024-04-10 15:58:04,5G,Ciena,IBC,Device-26,Device-26: Apr 10 15:58:04.000 card_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 6/4. Reason: Power failure detected,광모듈,CSM,SW,Module failure,없음,"2024-04-10 17:58:04 - 조치: CRC 발생으로 모니터링 강화
2024-04-11 02:58:04 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-04-11 08:58:04 - 조치: 모듈 고장으로 원격 리셋 수행
2024-04-10 19:58:04 - 조치 완료",자동복구
2024-04-11 05:05:53,LTE,Ciena,Clock,Device-22,Device-22: Apr 11 05:05:53.000 card_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 1/1 reporting a machine check error condition. Card will be auto reset to recover from this failure.,광모듈,FAN,SW,Heartbeat failure,있음,"2024-04-11 13:05:53 - 조치: CRC 발생으로 모니터링 강화
2024-04-11 15:05:53 - 조치: Link down 발생, 교체 작업 수행
2024-04-12 12:05:53 - 조치 완료",원격조치복구
2024-04-11 18:13:42,5G,Cisco,IBC,Device-15,Device-15: Apr 11 18:13:42.000 emon_proxy: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 2/5 reporting a machine check error condition. Card will be auto reset to recover from this failure.,Power,CSM,HW,Network congestion,있음,"2024-04-12 02:13:42 - 조치: CRC 발생으로 모니터링 강화
2024-04-12 06:13:42 - 조치: 온도 경고로 팬 모듈 교체
2024-04-12 05:13:42 - 조치 완료",원격조치복구
2024-04-12 07:21:31,LTE,Ciena,IVRR,Device-08,10.194.204.71 6940: LC/0/3/CPU0: Apr 12 07:21:31.000 card_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-0 :DECLARE :CPU2: Optics0/1/4,스위칭부,Power,SW,Module failure,있음,"2024-04-12 11:21:31 - 조치: Link down 발생, 교체 작업 수행
2024-04-12 16:21:31 - 조치: 온도 경고로 팬 모듈 교체
2024-04-12 22:21:31 - 조치 완료",유니트교체복구
2024-04-12 20:29:20,5G,Ciena,Clock,Device-13,Device-13: Apr 12 20:29:20.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 3/1. Reason: EPC heartbeat failure,일체형,LC,SW,Temperature alarm,Ring Open,"2024-04-13 02:29:20 - 조치: Power supply 이상으로 전원 모듈 교체
2024-04-13 09:29:20 - 조치: 온도 경고로 팬 모듈 교체
2024-04-13 13:29:20 - 조치 완료",자동복구
2024-04-13 09:37:09,LTE,Ciena,ROTN,Device-07,Device-07 %%19715 Apr 13 09:37:09.000 KST MINOR: PORT #2383 Base Port 5/3 SFF DDM (txOutputPower-low-warning) raised,I/O,SFP,SW,Packet loss,없음,"2024-04-13 11:37:09 - 조치: CRC 발생으로 모니터링 강화
2024-04-13 18:37:09 - 조치: CRC 발생으로 모니터링 강화
2024-04-14 00:37:09 - 조치 완료",자동복구
2024-04-13 22:44:58,LTE,Nokia,IVR,Device-30,Device-30 6/5/7 CRC Error,스위칭부,LC,SW,Authentication failure,없음,"2024-04-14 06:44:58 - 조치: 모듈 고장으로 원격 리셋 수행
2024-04-14 13:44:58 - 조치: 모듈 고장으로 원격 리셋 수행
2024-04-14 18:44:58 - 조치 완료",원격조치복구
2024-04-14 11:52:47,LTE,Huawei,ROTN,Device-02,Device-02 %%43618 Apr 14 11:52:47.000 KST MINOR: PORT #9618 Base Port 9/10 SFF DDM (txOutputPower-low-warning) raised,Power,SC,SW,Authentication failure,있음,"2024-04-14 19:52:47 - 조치: Power supply 이상으로 전원 모듈 교체
2024-04-15 00:52:47 - 조치: Power supply 이상으로 전원 모듈 교체
2024-04-15 04:52:47 - 조치 완료",유니트교체복구
2024-04-15 01:00:36,5G,Huawei,IBR,Device-18,118.39.18.230 6260: LC/3/0/CPU0: Apr 15 01:00:36.000 optics_driver: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-4 :DECLARE :CPU2: Optics3/1/4,일체형,IOM,HW,Temperature alarm,있음,"2024-04-15 05:00:36 - 조치: 인증 실패로 보안 설정 점검
2024-04-15 09:00:36 - 조치: 온도 경고로 팬 모듈 교체
2024-04-15 10:00:36 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-04-15 18:00:36 - 조치 완료",유니트교체복구
2024-04-15 14:08:25,LTE,Ciena,IVC,Device-24,Device-24: Apr 15 14:08:25.000 shelf_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 3/5. Reason: EOBC heartbeat failure,I/O,LC,HW,Heartbeat failure,있음,"2024-04-15 20:08:25 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-04-16 03:08:25 - 조치: Link down 발생, 교체 작업 수행
2024-04-16 14:08:25 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-04-16 09:08:25 - 조치 완료",자동복구
2024-04-16 03:16:13,5G,Cisco,IVR,Device-28,Device-28: Apr 16 03:16:13.000 shelf_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 0/5. Reason: EOBC heartbeat failure,I/O,Power,SW,Packet loss,Ring Open,"2024-04-16 05:16:13 - 조치: Heartbeat 실패로 재부팅 실시
2024-04-16 07:16:13 - 조치: Heartbeat 실패로 재부팅 실시
2024-04-16 18:16:13 - 조치 완료",원격조치복구
2024-04-16 16:24:02,5G,Cisco,L3SW,Device-25,Device-25: Apr 16 16:24:02.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 0/0. Reason: Power failure detected,스위칭부,CSM,SW,Link Down,Ring Open,"2024-04-17 03:24:02 - 조치: 모듈 고장으로 원격 리셋 수행
2024-04-17 11:24:02 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-04-17 09:24:02 - 조치 완료",유니트교체복구
2024-04-17 05:31:51,LTE,Ciena,IVRR,Device-13,Device-13: Apr 17 05:31:51.000 optics_driver: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 4/0. Reason: Power failure detected,일체형,SFP,SW,Link Down,Ring Open,"2024-04-17 09:31:51 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-04-17 20:31:51 - 조치: 온도 경고로 팬 모듈 교체
2024-04-18 01:31:51 - 조치 완료",자동복구
2024-04-17 18:39:40,LTE,Huawei,IVC,Device-19,Device-19 %%13604 Apr 17 18:39:40.000 KST MINOR: PORT #8379 Base Port 3/2 SFF DDM (txOutputPower-low-warning) raised,제어부,IOM,HW,Packet loss,있음,"2024-04-18 03:39:40 - 조치: 인증 실패로 보안 설정 점검
2024-04-18 12:39:40 - 조치: 인증 실패로 보안 설정 점검
2024-04-18 11:39:40 - 조치 완료",유니트교체복구
2024-04-18 07:47:29,LTE,Huawei,IVRR,Device-01,Device-01: Apr 18 07:47:29.000 card_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 2/4 reporting a machine check error condition. Card will be auto reset to recover from this failure.,Power,SC,HW,Authentication failure,있음,"2024-04-18 15:47:29 - 조치: 인증 실패로 보안 설정 점검
2024-04-19 02:47:29 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-04-18 22:47:29 - 조치 완료",자동복구
2024-04-18 20:55:18,LTE,Huawei,L3SW,Device-15,Device-15 %%48755 Apr 18 20:55:18.000 KST MINOR: PORT #3872 Base Port 2/1 SFF DDM (txOutputPower-low-warning) raised,I/O,LC,HW,Link Down,있음,"2024-04-18 21:55:18 - 조치: Link down 발생, 교체 작업 수행
2024-04-18 23:55:18 - 조치: Heartbeat 실패로 재부팅 실시
2024-04-19 12:55:18 - 조치 완료",양호
2024-04-19 10:03:07,LTE,Nokia,IVR,Device-15,Device-15 %%72868 Apr 19 10:03:07.000 KST MINOR: PORT #5327 Base Port 6/4 SFF DDM (txOutputPower-low-warning) raised,일체형,FAN,SW,System reboot,Ring Open,"2024-04-19 18:03:07 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-04-20 01:03:07 - 조치: Power supply 이상으로 전원 모듈 교체
2024-04-20 03:03:07 - 조치 완료",유니트교체복구
2024-04-19 23:10:56,5G,Huawei,IBC,Device-08,19.155.51.90 1314: LC/0/0/CPU3: Apr 19 23:10:56.000 card_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-0 :DECLARE :CPU2: Optics7/2/3,Power,IOM,HW,Module failure,Ring Open,"2024-04-20 09:10:56 - 조치: 모듈 고장으로 원격 리셋 수행
2024-04-20 16:10:56 - 조치: 모듈 고장으로 원격 리셋 수행
2024-04-20 20:10:56 - 조치: Heartbeat 실패로 재부팅 실시
2024-04-20 14:10:56 - 조치 완료",원격조치복구
2024-04-20 12:18:45,5G,Nokia,IBC,Device-16,233.159.64.194 6128: LC/0/1/CPU0: Apr 20 12:18:45.000 shelf_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-3 :DECLARE :CPU1: Optics6/3/3,Power,SFP,SW,Packet loss,Ring Open,"2024-04-20 19:18:45 - 조치: Link down 발생, 교체 작업 수행
2024-04-20 23:18:45 - 조치: Link down 발생, 교체 작업 수행
2024-04-20 22:18:45 - 조치 완료",유니트교체복구
2024-04-21 01:26:34,5G,Ciena,IBR,Device-20,Device-20: Apr 21 01:26:34.000 shelf_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 7/3. Reason: EPC heartbeat failure,I/O,Power,SW,Authentication failure,없음,"2024-04-21 03:26:34 - 조치: 인증 실패로 보안 설정 점검
2024-04-21 13:26:34 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-04-22 07:26:34 - 조치 완료",유니트교체복구
2024-04-21 14:34:23,5G,Cisco,IBC,Device-17,Device-17 %%16492 Apr 21 14:34:23.000 KST MINOR: PORT #2285 Base Port 6/2 SFF DDM (txOutputPower-low-warning) raised,스위칭부,IOM,SW,Temperature alarm,Ring Open,"2024-04-21 20:34:23 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-04-22 04:34:23 - 조치: Power supply 이상으로 전원 모듈 교체
2024-04-22 02:34:23 - 조치 완료",양호
2024-04-22 03:42:12,LTE,Ciena,ROTN,Device-02,Network element does not respond to SNMP requests,스위칭부,SFP,SW,Temperature alarm,없음,"2024-04-22 14:42:12 - 조치: 인증 실패로 보안 설정 점검
2024-04-23 01:42:12 - 조치: Link down 발생, 교체 작업 수행
2024-04-23 03:42:12 - 조치 완료",유니트교체복구
2024-04-22 16:50:01,LTE,Cisco,IBRR,Device-04,Device-04: Apr 22 16:50:01.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 0/6. Reason: EOBC heartbeat failure,스위칭부,SC,SW,Temperature alarm,없음,"2024-04-22 21:50:01 - 조치: 모듈 고장으로 원격 리셋 수행
2024-04-23 06:50:01 - 조치: CRC 발생으로 모니터링 강화
2024-04-23 19:50:01 - 조치 완료",원격조치복구
2024-04-23 05:57:50,LTE,Nokia,IVR,Device-11,Device-11 %%81618 Apr 23 05:57:50.000 KST MINOR: PORT #8001 Base Port 1/9 SFF DDM (txOutputPower-low-warning) raised,I/O,IOM,SW,Heartbeat failure,없음,"2024-04-23 07:57:50 - 조치: 인증 실패로 보안 설정 점검
2024-04-23 13:57:50 - 조치: Power supply 이상으로 전원 모듈 교체
2024-04-23 21:57:50 - 조치 완료",원격조치복구
2024-04-23 19:05:39,5G,Ciena,Clock,Device-08,Network element does not respond to SNMP requests,스위칭부,LC,HW,CRC,Ring Open,"2024-04-24 00:05:39 - 조치: 인증 실패로 보안 설정 점검
2024-04-24 10:05:39 - 조치: Power supply 이상으로 전원 모듈 교체
2024-04-24 08:05:39 - 조치 완료",양호
2024-04-24 08:13:28,5G,Huawei,Clock,Device-12,5426 Apr 24 08:13:28.000 KST MINOR: PORT #6400 Base Port 9/6 Excess internal MAC TX errors detected Set,스위칭부,FAN,HW,Packet loss,없음,"2024-04-24 12:13:28 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-04-24 14:13:28 - 조치: Power supply 이상으로 전원 모듈 교체
2024-04-24 16:13:28 - 조치 완료",유니트교체복구
2024-04-24 21:21:16,LTE,Cisco,IVR,Device-02,Device-02 %%87578 Apr 24 21:21:16.000 KST MINOR: PORT #7427 Base Port 8/1 SFF DDM (txOutputPower-low-warning) raised,광모듈,Power,HW,Authentication failure,없음,"2024-04-25 02:21:16 - 조치: CRC 발생으로 모니터링 강화
2024-04-25 08:21:16 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-04-25 14:21:16 - 조치 완료",원격조치복구
2024-04-25 10:29:05,LTE,Huawei,IVC,Device-09,NodeDown,Power,CSM,SW,Link Down,Ring Open,"2024-04-25 16:29:05 - 조치: 모듈 고장으로 원격 리셋 수행
2024-04-25 17:29:05 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-04-26 04:29:05 - 조치 완료",유니트교체복구
2024-04-25 23:36:54,LTE,Huawei,ROTN,Device-12,233.17.207.35 8505: LC/1/3/CPU0: Apr 25 23:36:54.000 card_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-4 :DECLARE :CPU2: Optics2/4/2,일체형,SC,HW,Heartbeat failure,있음,"2024-04-26 01:36:54 - 조치: Link down 발생, 교체 작업 수행
2024-04-26 06:36:54 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-04-26 16:36:54 - 조치 완료",자동복구
2024-04-26 12:44:43,LTE,Ciena,Clock,Device-08,Device-08 %%12245 Apr 26 12:44:43.000 KST MINOR: PORT #4503 Base Port 5/4 SFF DDM (txOutputPower-low-warning) raised,광모듈,IOM,HW,System reboot,있음,"2024-04-26 21:44:43 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-04-27 06:44:43 - 조치: 인증 실패로 보안 설정 점검
2024-04-27 09:44:43 - 조치: CRC 발생으로 모니터링 강화
2024-04-27 11:44:43 - 조치 완료",원격조치복구
2024-04-27 01:52:32,LTE,Ciena,L3SW,Device-19,Device-19 2/9/7 CRC Error,스위칭부,IOM,SW,Network congestion,Ring Open,"2024-04-27 10:52:32 - 조치: 인증 실패로 보안 설정 점검
2024-04-27 18:52:32 - 조치: 인증 실패로 보안 설정 점검
2024-04-27 18:52:32 - 조치 완료",원격조치복구
2024-04-27 15:00:21,5G,Nokia,Clock,Device-20,NodeDown,I/O,FAN,SW,Authentication failure,있음,"2024-04-27 23:00:21 - 조치: 온도 경고로 팬 모듈 교체
2024-04-28 05:00:21 - 조치: CRC 발생으로 모니터링 강화
2024-04-28 07:00:21 - 조치 완료",자동복구
2024-04-28 04:08:10,5G,Cisco,IVC,Device-08,Device-08 %%65046 Apr 28 04:08:10.000 KST MINOR: PORT #1824 Base Port 6/3 SFF DDM (txOutputPower-low-warning) raised,I/O,LC,HW,Authentication failure,없음,"2024-04-28 09:08:10 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-04-28 11:08:10 - 조치: 온도 경고로 팬 모듈 교체
2024-04-28 17:08:10 - 조치 완료",유니트교체복구
2024-04-28 17:15:59,5G,Ciena,IVRR,Device-08,Device-08: Apr 28 17:15:59.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 4/0. Reason: Power failure detected,I/O,SFP,SW,Network congestion,없음,"2024-04-28 18:15:59 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-04-29 03:15:59 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-04-29 01:15:59 - 조치 완료",원격조치복구
2024-04-29 06:23:48,5G,Ciena,IBC,Device-28,Device-28: Apr 29 06:23:48.000 optics_driver: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 6/6. Reason: Power failure detected,광모듈,CSM,SW,Module failure,없음,"2024-04-29 14:23:48 - 조치: 모듈 고장으로 원격 리셋 수행
2024-04-29 17:23:48 - 조치: 인증 실패로 보안 설정 점검
2024-04-29 21:23:48 - 조치: CRC 발생으로 모니터링 강화
2024-04-29 22:23:48 - 조치 완료",자동복구
2024-04-29 19:31:37,5G,Huawei,IVC,Device-24,Device-24: Apr 29 19:31:37.000 card_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 7/2. Reason: Power failure detected,일체형,Power,SW,Link Down,Ring Open,"2024-04-30 04:31:37 - 조치: Link down 발생, 교체 작업 수행
2024-04-30 13:31:37 - 조치: Link down 발생, 교체 작업 수행
2024-04-30 21:31:37 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-04-30 12:31:37 - 조치 완료",원격조치복구
2024-04-30 08:39:26,5G,Huawei,ROTN,Device-06,1570 Apr 30 08:39:26.000 KST MINOR: PORT #2838 Base Port 6/2 Excess internal MAC TX errors detected Set,일체형,SFP,SW,System reboot,없음,"2024-04-30 17:39:26 - 조치: Power supply 이상으로 전원 모듈 교체
2024-05-01 02:39:26 - 조치: 온도 경고로 팬 모듈 교체
2024-05-01 06:39:26 - 조치 완료",유니트교체복구
2024-04-30 21:47:15,LTE,Ciena,IBRR,Device-29,NodeDown,스위칭부,CSM,SW,Authentication failure,없음,"2024-04-30 22:47:15 - 조치: 온도 경고로 팬 모듈 교체
2024-05-01 05:47:15 - 조치: 인증 실패로 보안 설정 점검
2024-05-01 10:47:15 - 조치 완료",자동복구
2024-05-01 10:55:04,5G,Cisco,IBRR,Device-15,32.153.99.241 8132: LC/3/1/CPU3: May 01 10:55:04.000 card_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-2 :DECLARE :CPU3: Optics5/0/0,스위칭부,SC,HW,Link Down,있음,"2024-05-01 11:55:04 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-05-01 15:55:04 - 조치: CRC 발생으로 모니터링 강화
2024-05-02 10:55:04 - 조치 완료",자동복구
2024-05-02 00:02:53,LTE,Ciena,ROTN,Device-29,Network element does not respond to SNMP requests,일체형,SC,HW,Network congestion,없음,"2024-05-02 10:02:53 - 조치: CRC 발생으로 모니터링 강화
2024-05-02 20:02:53 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-05-02 12:02:53 - 조치 완료",자동복구
2024-05-02 13:10:42,LTE,Cisco,IBRR,Device-25,Device-25 10/8/10 CRC Error,제어부,SFP,HW,Heartbeat failure,Ring Open,"2024-05-02 16:10:42 - 조치: CRC 발생으로 모니터링 강화
2024-05-02 19:10:42 - 조치: CRC 발생으로 모니터링 강화
2024-05-03 00:10:42 - 조치: CRC 발생으로 모니터링 강화
2024-05-03 00:10:42 - 조치 완료",원격조치복구
2024-05-03 02:18:31,5G,Ciena,IVC,Device-14,Device-14: May 03 02:18:31.000 card_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 7/3. Reason: EOBC heartbeat failure,광모듈,LC,HW,Link Down,Ring Open,"2024-05-03 03:18:31 - 조치: CRC 발생으로 모니터링 강화
2024-05-03 06:18:31 - 조치: CRC 발생으로 모니터링 강화
2024-05-04 05:18:31 - 조치 완료",자동복구
2024-05-03 15:26:19,LTE,Cisco,L3SW,Device-13,Device-13: May 03 15:26:19.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 3/0. Reason: EPC heartbeat failure,일체형,Power,SW,Packet loss,있음,"2024-05-04 00:26:19 - 조치: Power supply 이상으로 전원 모듈 교체
2024-05-04 04:26:19 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-05-04 03:26:19 - 조치 완료",유니트교체복구
